X,name,Year,D,TR.year,agePA,PAArea,Forest.2000,Loss.2001,Loss.2002,Loss.2003,Loss.2004,Loss.2005,Loss.2006,Loss.2007,Loss.2008,Loss.2009,Loss.2010,Loss.2011,Loss.2012,Loss.2013,Loss.2014,Loss.2015,Loss.2016,Loss.2017,Loss.2018,Loss.2019,Loss.2020,Rainfall.2000,Rainfall.2001,Rainfall.2002,Rainfall.2003,Rainfall.2004,Rainfall.2005,Rainfall.2006,Rainfall.2007,Rainfall.2008,Rainfall.2009,Rainfall.2010,Rainfall.2011,Rainfall.2012,Rainfall.2013,Rainfall.2014,Rainfall.2015,Rainfall.2016,Rainfall.2017,Rainfall.2018,Rainfall.2019,Rainfall.2020,Population.2000,Population.2001,Population.2002,Population.2003,Population.2004,Population.2005,Population.2006,Population.2007,Population.2008,Population.2009,Population.2010,Population.2011,Population.2012,Population.2013,Population.2014,Population.2015,Population.2016,Population.2017,Population.2018,Population.2019,Population.2020,slope,aspect,elevation,ppp2000,Road.length,Zone,x,y,closest.city,AGB.mean
146,Sonai Rupai WLS,1998,0,0,22,202356961.6,152.9544212,2.390915294,8.00771647,11.56289647,22.89670235,26.17806706,28.24511647,32.21156117,36.5628247,40.38250941,42.3526447,42.62942117,47.95085647,47.97155647,48.00666,48.01386,48.03636,48.04896,48.05166,48.05976,48.14877176,2526.781881,1988.891623,2079.708568,2215.277349,2520.284779,2024.204969,1709.481299,2177.084491,1938.30199,1978.557113,2517.535304,1893.208721,2345.350051,2107.93658,1999.984111,2248.541475,1987.578922,2312.744641,1960.396455,1982.751415,2073.532175,0.73341859,0.774000543,0.788450608,0.912776783,1.034449848,0.865502048,0.973129262,0.986049867,0.908402409,0.869622449,0.842587581,0.816003214,0.727603673,0.750424934,0.671397292,0.777414822,1.114593772,1.173721005,1.117746908,1.153443425,1.351406607,2.808983475,158.869228,178.5261424,5.017901,767.4812009,SGNEBF,92.47445,26.912,238.8698885,194.474343
147,Sri Penusila Narasimha WLS,1997,0,0,23,1082233204,165.9588282,0.0927,0.1278,0.1341,0.1422,0.144,0.1674,0.2394,0.2529,0.2889,0.2889,0.2943,0.3123,0.3402,0.3834,0.3834,0.3834,0.3834,0.394489412,0.420589412,0.420589412,917.5173146,995.8507698,1011.565386,733.8994312,827.2584364,1367.29514,814.503786,1081.960721,1031.925546,810.428129,1350.618559,940.3559443,969.2948715,933.3113084,800.816566,1124.559901,619.4874848,858.0458737,624.9529644,912.3755916,1237.054551,0.58191593,0.610945758,0.590029996,0.603896112,0.604014912,0.583690778,0.612610933,0.585046199,0.597764998,0.584037597,0.566072759,0.532791976,0.486427403,0.540740092,0.61714272,0.561495781,0.609670525,0.636632995,0.630286684,0.64215601,0.711578864,10.90470787,146.2496451,248.9519246,3.49245,56399.10762,CEEG,79.30376,14.40599,227.671505,58.24725602
148,Srivilliputhur Grizzled Squirrel WLS,1988,0,0,32,415170030.5,186.6943765,0.1413,0.168974118,0.230332942,0.44058353,0.46488353,0.588529412,0.714254118,0.812354118,0.825854118,0.825854118,0.841690589,1.02618706,1.120394119,1.188924707,1.301177648,1.562724707,1.562724707,1.591524707,1.607954119,1.636454119,1907.401142,1739.357628,1469.271805,1655.534441,1871.297881,1936.959539,2185.933396,2068.661955,1928.533978,1669.728069,2404.972999,1925.222007,1838.632213,1618.744604,1439.221993,1882.39087,1022.919571,1625.04007,1790.000448,1744.717306,1857.056427,0.956798369,0.931206805,0.975679971,0.99647506,1.15600281,1.099821517,1.054292109,1.07292094,0.933629533,0.907589599,1.167099768,0.928228057,0.670043853,0.825212897,0.747257999,0.838139239,0.861469474,0.921038254,0.924679139,0.959196049,1.048713659,20.66441513,170.962697,645.5459977,9.707752,6733.738082,WG,77.53957,9.60119,344.2981744,100.5165417
149,Sunabeda WLS,1988,0,0,32,664080197.4,252.0712694,0.072787059,0.213007059,0.240007059,0.270762353,0.339162353,0.358062353,0.413862353,0.445362353,0.466062353,0.715362353,0.775662353,1.083847059,1.120747059,1.174845883,1.180245883,1.185645883,1.197345883,1.198990589,1.208890589,1.230490589,1141.947107,1648.271414,1163.882665,1771.033203,1520.77846,1566.59271,1536.42129,1540.922683,1708.195768,1439.215779,1490.945343,1484.115994,1686.612902,1635.125155,1479.454105,1385.248563,1416.470777,1388.410664,1478.96161,1659.909117,1659.7485,0.400975798,0.418129957,0.407470379,0.413332108,0.413275322,0.409415026,0.407379557,0.38951176,0.384491089,0.406207883,0.415597498,0.394929303,0.390061814,0.439679214,0.468099818,0.471315498,0.438297105,0.456014384,0.458779071,0.469372392,0.487407522,7.32583075,171.4601438,579.377743,2.078416,3466.926009,CEEG,82.4591,20.57382,502.7971014,134.8101743
150,Sundarbans,1984,1,2007,36,2406903030,309.6359506,0,0.0018,0.0018,0.0081,0.0099,0.0117,0.0135,0.0252,0.0378,0.0378,0.054,0.054,0.0585,0.0639,0.0639,0.0639,0.0639,0.0639,0.072,0.072,1640.941609,1903.468721,1806.78181,1833.50974,1874.952955,1938.495618,1662.113103,2291.122499,1799.209255,1780.231116,1468.57284,1849.617752,1493.001684,2043.886986,1513.62321,2046.902283,1780.026863,2301.743819,1482.701908,1834.555892,1916.390666,0.815243246,0.884265689,0.863287824,0.898117833,0.799438649,0.888964537,0.885787023,0.84067567,0.924398445,0.920013944,0.917073069,0.821227009,0.802728893,0.791468463,0.94610409,0.916973094,0.902459719,0.764774733,0.933944783,0.951158264,0.699299639,0.627510473,143.7655971,4.592110573,9.519040527,0,SB,88.88674,21.84578,376.817574,26.97094085
151,Tadoba Andhari National Park/Tiger Reserve,1955,1,2007,65,793927161.7,210.4392494,0.0036,0.0108,0.034814118,0.036614118,0.042014118,0.051014118,0.055514118,0.060014118,0.088814118,0.088814118,0.091514118,0.109514118,0.111314118,0.111314118,0.111314118,0.111314118,0.111314118,0.111314118,0.111314118,0.111314118,1130.99145,1409.562468,1167.33956,1448.372397,1112.291311,1517.243658,1426.757731,1420.401877,1278.848118,1102.738394,1836.917026,1403.153058,1636.607448,1724.867148,1174.993635,1302.452543,1462.407636,1209.274181,1379.293517,1612.598526,1520.474099,0.238205556,0.234538526,0.224889733,0.240765588,0.246204453,0.248349365,0.271973447,0.262233019,0.260063751,0.255545156,0.245966533,0.231166928,0.287510562,0.293877697,0.300735455,0.270051478,0.279054348,0.282141449,0.28586577,0.291998342,0.307435072,2.107628294,171.0158738,267.7714334,5.316713,69254.7007,CEEG,79.42728,20.24177,226.5206862,114.6330275
152,Talakaveri WLS,1987,0,0,33,117319641.4,108.3565235,0.0135,0.018998824,0.028898824,0.034298824,0.043298824,0.049598824,0.054998824,0.054998824,0.067598824,0.089198824,0.089198824,0.090098824,0.090098824,0.090098824,0.090098824,0.090098824,0.090098824,0.098198824,0.101798824,0.101798824,3457.547092,3229.247532,3123.615175,2951.129412,3665.562458,3902.305099,4133.316647,4078.318996,3540.601029,4242.630784,4240.059823,4058.72575,3602.338524,3963.294261,4450.5839,3671.019406,2554.376506,3672.215258,4562.177894,3784.523116,4446.294297,0.309840659,0.351408758,0.358725302,0.342046034,0.345440556,0.323136126,0.328212739,0.355476387,0.34973089,0.375422058,0.307478359,0.277645113,0.283362665,0.295486551,0.284870673,0.307402421,0.303857299,0.328302605,0.326032668,0.319912804,0.338219345,19.43784492,205.9335113,715.7380767,8.014142,7859.470297,WG,75.48336,12.35848,307.7622378,250.2971805
153,Tale Valley WLS,1995,0,0,25,238687979.9,237.6726847,0.022394118,0.030494118,0.033194118,0.09012353,0.12252353,0.124129412,0.168444706,0.301288235,0.307588235,0.307588235,0.329364706,0.345564706,0.356364706,0.374364706,0.396864706,0.461664706,0.467064706,0.482364706,0.482364706,0.485064706,2247.482054,2042.851225,1867.191224,2190.442839,2198.352441,1820.561885,1997.786594,2249.538728,1945.747237,2129.32001,2222.881261,1787.895983,2120.871856,1790.470409,1890.721739,2116.885514,1812.850128,2070.175797,1869.584919,1955.728641,1817.868901,0.09172036,0.056135103,0.065442511,0.041550696,0.034798184,0.032913709,0.041238462,0.042808623,0.037014308,0.036433807,0.034757219,0.03162511,0.037310484,0.03570514,0.043583266,0.038913963,0.045398348,0.047326832,0.055534407,0.058200573,0.059368445,23.61771708,172.6518869,1866.277741,1.603945211,0,SGNEBF,94.03821,27.57117,1120.012739,343.1978543
154,Tamor Pingla WLS,1978,0,0,42,736943840.2,344.0247847,0.0045,0.0045,0.0045,0.0063,0.0144,0.0153,0.0405,0.0432,0.0477,0.0693,0.0693,0.0774,0.0792,0.0792,0.0792,0.0792,0.0792,0.0792,0.0792,0.0828,1002.560391,1329.727214,1128.747191,1431.773562,1145.322138,1163.375512,1235.624283,1234.060156,1316.270611,948.7839402,957.4212372,1488.768877,1364.792894,1338.564336,1128.763292,1165.111585,1575.425457,1185.250782,1239.809343,1410.918013,1575.603016,0.257283135,0.2791752,0.284920752,0.291429246,0.284385423,0.294363104,0.312479661,0.292754363,0.304027231,0.29644311,0.328031597,0.320815292,0.320939055,0.344857463,0.332855997,0.3181022,0.343908063,0.356455089,0.361977095,0.372282876,0.395609599,6.73370645,180.6247291,496.9751421,2.56894808,67028.61036,CEEG,82.92906,23.67034,207.9062171,155.3379787
155,Tawi WLS,1978,0,0,42,35157873.71,33.85592118,0.092195294,0.19355647,0.325415294,0.349835294,0.483945882,0.563071764,0.762423529,1.01226,1.463834118,1.565428236,1.72872706,2.153248236,2.163988236,2.215002354,2.220402354,2.572817648,3.490037648,3.564437648,3.639536472,4.121340001,2428.747926,2524.305239,2107.062405,2214.327591,2849.226031,1989.31483,2017.846609,2908.690746,1993.647629,2041.243272,2688.34674,2510.011804,2353.39059,1970.717959,1680.479093,2156.459801,2182.728806,2535.444223,1789.656667,1564.795282,1944.425423,0.154468807,0.138195507,0.152097281,0.158331732,0.169054746,0.153588982,0.170685924,0.176749269,0.174206881,0.185833672,0.17967069,0.185663098,0.208169855,0.234224606,0.208488647,0.227032935,0.197883264,0.208468668,0.212543889,0.222684725,0.227128154,22.64335682,213.784891,1350.060322,1.343389,0,SGNEBF,92.94553,23.53588,343.5333333,275.5803377
156,Thattekad Bird WLS,1983,0,0,37,13729406.3,13.20165176,0.0027,0.0027,0.008163529,0.008163529,0.008163529,0.009063529,0.011812941,0.012712941,0.012712941,0.012712941,0.012712941,0.012712941,0.012712941,0.012712941,0.013376941,0.013376941,0.014428706,0.014428706,0.014428706,0.014428706,3080.559679,3059.222584,2543.455143,2650.839157,3155.302578,3360.940067,3478.86404,3988.78266,3278.626223,2835.013118,3775.954603,3640.007636,3003.499235,2560.695538,2812.146019,2565.866264,1724.779908,2993.376164,3740.472287,2918.356324,2851.613474,1.232720934,1.483121148,1.589074609,1.231512623,1.558292279,1.531796087,1.352512845,1.449925692,1.253348428,1.326985623,1.563948382,1.384109671,1.371777264,1.925105723,1.798018922,1.849939013,1.473108321,1.418256154,1.377873764,1.386152902,1.4706517,13.64326215,180.5076035,163.3630041,18.1774,0,WG,76.71706,10.1304,213.9375,237.6230786
157,Tipeshwar WLS,1997,0,0,23,139394615.8,0.611064706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072.833551,1214.14157,1102.530339,1159.971826,860.9902056,1436.177521,1408.789739,1281.788596,1043.690821,917.1221475,1643.652796,1072.34044,1348.765923,1434.465416,972.5872605,1088.726756,1312.05892,1153.182214,1266.246411,1299.54077,1374.679639,0.480035348,0.475910014,0.500846393,0.480525777,0.56273063,0.523626609,0.526795566,0.588692635,0.505260178,0.504010317,0.482171061,0.488094553,0.451062781,0.480778641,0.484270653,0.513491811,0.492738758,0.538082504,0.531982248,0.523748497,0.574648334,3.878464814,169.5549188,297.7094528,3.501352,7579.172584,CEEG,78.45381,19.90744,91.71098266,68.449667
158,Tokalo WLS,2007,0,0,13,66907599.07,65.67259412,0.107068235,0.273589411,0.631305882,0.978705882,1.058265882,1.164575294,1.164575294,1.352544706,1.778107059,1.821307059,2.156632941,2.246915294,2.343575294,2.372188235,2.479965882,2.604765882,3.116802353,3.239290588,3.30066,3.440548235,2501.328146,2763.399735,2559.863714,2580.288493,3027.554137,2229.960817,2311.929661,3084.267833,1842.344905,2302.914242,3054.69351,2954.943731,2495.162051,2406.757344,2085.17993,2912.53302,2393.376748,2741.428438,2353.45769,2035.288164,2622.761325,0.235994073,0.213680277,0.207433213,0.215024793,0.25931769,0.268689228,0.283721096,0.284873307,0.272485051,0.265025278,0.269099128,0.276205034,0.279872306,0.248599818,0.254078463,0.247378146,0.242763407,0.244666139,0.251690979,0.2590288,0.266688078,16.32329958,156.7046751,275.3352878,2.865377176,0,SGNEBF,92.89745,22.03623,625.3095238,249.119522
159,Udanti WLS,1983,1,2009,37,1921835077,1115.883099,0.920858824,1.599211765,1.777454118,2.360611765,3.366674118,4.142350589,4.958280001,6.182301177,6.744829412,7.663192941,12.74279294,14.61358235,15.30871412,16.00695529,16.12935529,16.33635529,17.17524706,17.67216,18.25266,18.56046,1182.817634,1725.477242,1135.411419,1791.980444,1462.505193,1649.121817,1606.404075,1546.142402,1630.558029,1396.577627,1580.00558,1374.834568,1589.760447,1659.619231,1509.105233,1272.323125,1434.721935,1371.776,1434.072389,1633.816655,1606.137533,0.342227355,0.354722238,0.353797413,0.358034458,0.359618046,0.363456775,0.364765813,0.373183636,0.389572324,0.394875013,0.403999694,0.419488312,0.424259613,0.439114047,0.439343977,0.456672009,0.458079829,0.478491706,0.487811547,0.502541865,0.514610066,4.794429438,165.6002812,540.7708482,2.495949868,191678.1958,CEEG,82.15342,20.17919,281.0096114,162.4255118
160,Umred Karhandla WLS,2012,0,0,8,178383180.8,36.83148353,0.0171,0.030448235,0.030448235,0.367948235,0.426448235,0.435448235,0.435448235,0.517348235,0.578548235,0.578548235,0.580348235,0.590248235,0.590248235,0.592948235,0.592948235,0.592948235,0.592948235,0.592948235,0.592948235,0.592948235,1025.825322,1258.920731,1032.737255,1318.165144,960.1369137,1403.188324,1273.172136,1371.318966,1134.46272,1088.522544,1659.361259,1351.729097,1338.875126,1677.691001,1067.616608,1221.538008,1181.303612,1112.771946,1219.686214,1387.976394,1417.537169,0.739553652,0.728046605,0.76503566,0.740353095,0.737847784,0.724229407,0.747962224,0.776472841,0.737206029,0.720313436,0.684049624,0.696781528,0.706138063,0.699200754,0.70839232,0.729624733,0.779756277,0.799055177,0.796686691,0.815307732,0.823613481,2.591737408,170.0393098,284.4942147,5.316713,22768.97485,CEEG,79.49201,20.84083,183.6100917,89.04738945
161,Valmiki WLS/Tiger Reserve,1978,1,2012,42,784362530.7,735.3248365,0.258074118,0.296142353,0.458710588,0.486649412,0.719844706,0.864529412,0.930935294,1.09614,1.3023,1.556407059,1.7262,2.004074118,2.105572942,2.181017648,2.181017648,2.198121177,2.657830589,2.700130589,2.704630589,2.744230589,2364.294668,2105.427544,1936.343887,1980.389693,2149.415125,1515.040763,1893.4181,1965.986087,2340.657517,1863.503567,1823.142684,1798.074606,1725.535429,1816.045871,1911.730936,1554.575122,2014.566207,1678.634106,1833.216002,1643.853327,2415.848643,0.419125431,0.460105762,0.477179257,0.49473372,0.422992647,0.492154076,0.500149015,0.460928383,0.544034913,0.546275254,0.565915299,0.618140821,0.887871573,0.927671561,0.776206871,0.658395664,0.919349579,0.999374942,0.973688967,1.004138608,0.993789399,5.456077597,182.4269355,223.8519062,2.917843473,34912.86656,CEEG,84.22,27.36894,225.6562804,262.1616145
162,Wayanad WLS,1973,0,0,47,82395740.8,81.23085176,0,0.0018,0.001948,0.001948,0.006448,0.010048,0.012748,0.012748,0.015448,0.017248,0.023548,0.023548,0.030748,0.039476235,0.039476235,0.039476235,0.039476235,0.039476235,0.039476235,0.044876235,2037.092685,1932.368465,1843.394999,1965.151598,2255.845485,2619.276535,2376.903483,2831.791881,2144.809898,2337.911152,2620.064234,2319.052536,2057.316218,1902.986891,1850.297947,1707.177148,1284.26269,1949.155962,2288.568751,2048.638727,2048.504245,1.007386975,0.996649634,1.043566876,0.887864969,0.868149067,0.965396084,0.964584783,0.865174357,0.90857418,0.874906854,1.076430268,0.96117429,1.357190413,1.27872192,1.337319197,1.244739525,1.219466566,1.225116224,1.333371205,1.367552194,1.057516617,5.356987965,174.1560691,802.5168507,10.18638,17417.04404,WG,76.08414,11.90594,134.31,266.2116207
163,West Sunderban WLS,2013,0,0,7,346627871.3,14.1741,0,0,9.00E-04,9.00E-04,9.00E-04,9.00E-04,9.00E-04,0.0045,0.0063,0.0063,0.009,0.0108,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0135,0.027,1541.248003,1813.001746,1704.220625,1889.248602,1716.878516,1907.110996,1718.814024,2156.719352,1677.181048,1743.243916,1446.277642,1823.048733,1480.945871,2141.888592,1525.308555,1831.593548,1694.769157,2256.524852,1487.329611,1867.468853,1882.229106,1.922223628,2.074462111,2.004580012,2.101811232,1.85349508,1.995950104,1.989650777,1.843378576,2.020387873,1.931227998,1.896212681,1.616419296,1.560406505,1.499453265,1.754580868,1.532062873,1.189249704,1.060718229,1.528315097,1.597237966,1.178310938,0.558397481,146.4644028,3.981117729,2.690949,0,SB,88.553,21.68223,407.7216117,24.43999331
164,Yangoupokpi Lokchao WLS,1989,0,0,31,166467059.2,148.9272176,0.866061176,1.348789411,2.496045882,2.715645882,3.674590588,4.066005882,4.705305882,4.959148235,6.373327059,6.922549412,7.493032941,9.09954,11.41228941,14.05621059,15.19938706,17.93274706,21.15858706,22.57251882,23.57308235,24.53848235,2025.076911,1641.903015,1690.966431,1638.441266,2006.382721,1783.613326,1441.253232,1855.293909,1871.099769,1637.427915,2401.938309,1979.739833,1814.906831,1898.533109,1614.712534,1773.84172,1848.763631,1989.789239,1782.112619,1311.656711,1746.606821,0.456248042,0.46150659,0.462061802,0.469087671,0.533596942,0.52850189,0.521097455,0.586256086,0.530265947,0.465030708,0.478655148,0.552486128,0.529068729,0.568441139,0.602574049,0.576954682,0.628601378,0.638028849,0.638362161,0.655375067,0.644014445,14.78264182,159.8525006,462.0823697,0.5259108,7666.163413,SGNEBF,94.29616,24.34368,310.9615385,213.5613393
165,Yordi-Rabe Supse WLS,1996,0,0,24,385811755.3,361.0580506,0.105208235,0.135808235,0.136708235,0.139408235,0.144808235,0.146608235,0.152008235,0.165508235,0.166408235,0.172708235,0.174508235,0.188985882,0.3258,0.3717,0.3735,0.474617647,0.481817647,0.523217647,0.539417647,0.546617647,2155.309841,2120.933681,1816.730775,1915.810823,2042.490783,1770.960366,1891.444934,1994.793386,1811.586234,1638.854334,1805.603838,1530.104666,1936.697179,1599.114126,1579.790488,1821.115724,1662.113782,1800.366226,1478.913487,1761.051219,1594.844721,0.036601801,0.033469497,0.030451724,0.030539147,0.036214182,0.030998211,0.032395232,0.036411925,0.032580015,0.031953643,0.032701851,0.033034278,0.031992494,0.036584603,0.036324623,0.048767972,0.047988955,0.050326446,0.050189515,0.048588195,0.051524032,28.82121458,152.5916159,2210.564332,0.2388084,13051.2532,SGNEBF,94.45781,28.29603,1261.429688,255.6778749
